pair,date,ref_mode,leg_tag,side,size,entry,exit,reason,pips,weighted_pips,open_bar,close_bar
EURJPY,2016-03-10,midpoint,SELL1,SELL,130.0,124.392,126.59,TIME_EXIT,-219.8,-28574.0,96216,96647
EURJPY,2016-03-11,midpoint,BUY1,BUY,100.0,126.124,126.974,TP,85.0,8500.0,96240,96256
EURJPY,2016-03-11,midpoint,SELL1,SELL,130.0,126.124,126.98,TIME_EXIT,-85.6,-11128.0,96240,96671
EURJPY,2016-03-12,midpoint,BUY1,BUY,100.0,126.874,126.068,SL,-80.6,-8060.0,96264,96339
EURJPY,2016-03-12,midpoint,SELL1,SELL,130.0,126.874,126.068,TP,80.6,10478.0,96264,96339
EURJPY,2016-03-18,midpoint,BUY1,BUY,100.0,126.02,125.326,SL,-69.4,-6940.0,96408,96416
EURJPY,2016-03-18,midpoint,SELL1,SELL,130.0,126.02,125.326,TP,69.4,9022.0,96408,96416
EURJPY,2016-03-23,midpoint,BUY1,BUY,100.0,125.95,126.471,TP,52.1,5210.0,96528,96645
EURJPY,2016-03-23,midpoint,SELL1,SELL,130.0,125.95,124.671,TP,127.9,16627.0,96528,96890
EURJPY,2016-03-26,midpoint,BUY1,BUY,100.0,126.225,126.657,TP,43.2,4320.0,96600,96648
EURJPY,2016-03-26,midpoint,SELL1,SELL,130.0,126.225,125.938,TP,28.7,3731.0,96600,96846
EURJPY,2016-03-30,midpoint,BUY1,BUY,100.0,127.202,127.647,TP,44.5,4450.0,96696,96710
EURJPY,2016-03-30,midpoint,SELL1,SELL,130.0,127.202,126.779,TP,42.3,5499.0,96696,96821
EURJPY,2016-03-31,midpoint,BUY1,BUY,100.0,127.357,128.024,TP,66.7,6670.0,96720,96733
EURJPY,2016-03-31,midpoint,SELL1,SELL,130.0,127.357,126.78,TP,57.7,7501.0,96720,96821
EURJPY,2016-04-13,midpoint,BUY1,BUY,100.0,123.734,123.112,SL,-62.2,-6220.0,97032,97045
EURJPY,2016-04-13,midpoint,SELL1,SELL,130.0,123.734,123.112,TP,62.2,8086.0,97032,97045
EURJPY,2016-04-15,midpoint,BUY1,BUY,100.0,123.163,122.723,SL,-44.0,-4400.0,97080,97097
EURJPY,2016-04-15,midpoint,SELL1,SELL,130.0,123.163,122.723,TP,44.0,5720.0,97080,97097
EURJPY,2016-04-20,midpoint,BUY1,BUY,100.0,124.049,124.638,TP,58.9,5890.0,97200,97236
EURJPY,2016-04-20,midpoint,SELL1,SELL,130.0,124.049,123.248,TP,80.1,10413.0,97200,97395
EURJPY,2016-04-26,midpoint,BUY1,BUY,100.0,125.198,124.801,SL,-39.7,-3970.0,97344,97350
EURJPY,2016-04-26,midpoint,SELL1,SELL,130.0,125.198,124.801,TP,39.7,5161.0,97344,97350
EURJPY,2016-04-27,midpoint,BUY1,BUY,100.0,125.642,126.174,TP,53.2,5320.0,97368,97385
